property_name,room_count,room_type,city,country,locality,state
Hotel Fort Queen,18,Deluxe Room,Kochi,INDIA,Fort Kochi,Kerala
Hotel Sahil,40,A/C Super Deluxe,Katra,INDIA,City Centre-Main Market,JammuandKashmir
Hotel Taj Chandela,94,Executive Suite,Khajuraho,INDIA,District Chhatarpur,MadhyaPradesh
Sunrise Hill Resort,30,Executive Rooms,Khandala,INDIA,New PWD resthouse,Maharashtra
Grande' West Face,10,Deluxe Double Room,Kochi,INDIA,MG Road,Kerala
Hotel Hills Park - Airport Hotel,12,AC Deluxe Room,Kochi,INDIA,Cochin International Airport,Kerala
Hotel Shree Palace,20,Deluxe Room Non A/C,Katra,INDIA,Railway Road,JammuandKashmir
The Lindsay,60,Junior Suite Room,Kolkata,INDIA,Esplanade-New market,WestBengal
Sea Star Beach Homes,8,AC Cottage,Kochi,INDIA,Vypin Island,Kerala
Hotel SM Regency - Walkable from ERS Junction,45,Executive AC,Kochi,INDIA,MG Road,Kerala
Tea Bungalow,10,Heritage Deluxe,Kochi,INDIA,Fort Kochi,Kerala
Rushabh Home Guest House,18,Aakash Darshan Room,Kolkata,INDIA,Maidan Metro Area,WestBengal
New Thakur Guest House,13,Standard AC Room,Katra,INDIA,Jammu Road,JammuandKashmir
OYO Premium Salt Lake Stadium,15,Standard Room AC,Kolkata,INDIA,Salt Lake City,WestBengal
Best Inn Guest House,13,Economy Room,Kolkata,INDIA,Esplanade-New market,WestBengal
"Kamala Inn, Dankuni",17,Executive Room,Kolkata,INDIA,Dankuni,WestBengal
Ambica Stella Plaza,58,Family Room,Katra,INDIA,Jammu Road,JammuandKashmir
Hotel Phool Mahal Palace,21,Deluxe Room,Kishangarh,INDIA,Kishangarh,Rajasthan
Daffodils Spice Court,10,Deluxe Room,Kochi,INDIA,Fort Kochi,Kerala
Hot Deal 5 Star Resort Near Airport,0,Hot Deal,Kochi,INDIA,Cochin International Airport,Kerala
OYO Apartments Tangra Kolkata,10,Standard Room AC,Kolkata,INDIA,Kasba Zone,WestBengal
Hotel Park Avenue,19,Super Deluxe Room,Kochi,INDIA,Fort Kochi,Kerala
Travancore Court,64,Suite Room,Kochi,INDIA,MG Road,Kerala
Vista Rooms at Warrium Rd,64,Superior Room,Kochi,INDIA,MG Road,Kerala
OYO Premium Nibav Road Kodaikanal,15,Standard Room,Kodaikanal,INDIA,Convent Road,TamilNadu
NM Royale County,28,Executive Room,Kochi,INDIA,Vyttila,Kerala
The Lagoona Resort-An ECOTEL Hotel,68,Deluxe Room,Lonavala,INDIA,Tungarli,Maharashtra
Ladakh View Home Stay,3,Standard Room,Leh,INDIA,Old Road,JammuandKashmir
Hotel Namra,24,Deluxe Room,Leh,INDIA,Tingmosgang,JammuandKashmir
STARiHOTELS Taluka Maval Lonavala,0,Deluxe AC,Lonavala,INDIA,,Maharashtra
Hotel Royal Palace,36,Deluxe Room,Leh,INDIA,Sheynam,JammuandKashmir
Novotel Kolkata Hotel and Residences,340,Deluxe Suite King Bed,Kolkata,INDIA,New Town - Rajarhat,WestBengal
Sea Flower Beach Resort,7,Standard Non AC,Kovalam,INDIA,Light House Beach,Kerala
STARiHOTELS Bus Stand Katghora,0,Standard,Korba,INDIA,Transport Nagar,Chhattisgarh
Hotel Crossroad,13,Deluxe Room AC,Lucknow,INDIA,Airport Zone,UttarPradesh
Mohan Hotel,68,Club Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Ashtamudi Villas,4,Standard Room,Kollam,INDIA,Kollam Beach,Kerala
Kumbhalgarh Safari Camp,20,Luxury Cottage,Kumbhalgarh,INDIA,kumbhalgarh,Rajasthan
Hotel Sonar Bangla,0,Non AC Deluxe,kolaghat,INDIA,Dhulagarh,WestBengal
Hotel Green Park,33,Standard Room Non AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Kanjirakkattu Heritage Home,2,AC Heritage Suite,Kottayam,INDIA,Near Kottayam Railway Station,Kerala
JC Hotel,35,Deluxe 3 Bedded Room,Lucknow,INDIA,Nirala Nagar,UttarPradesh
The Apricot Tree Hotel,21,Deluxe Room,Leh,INDIA,Narula,JammuandKashmir
Westway Hotel,60,Westway Club,Kozhikode,INDIA,Near Calicut Railway Station,Kerala
Surya Continental Hotel,21,Super Deluxe Room,Lucknow,INDIA,Airport Zone,UttarPradesh
Hotel Trinca Residency,15,Standard Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Lovely Inn,13,Deluxe Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Sri Sankara Residency,6,Standard Room Non AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Intercity Guest House,12,Deluxe AC Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
OYO Rooms Bhootnath Market,13,Standard AC Room,Lucknow,INDIA,Indira Nagar,UttarPradesh
Didi Hotel-Only for Indian Residents,28,Deluxe Room,Lucknow,INDIA,Kanpur Road,UttarPradesh
Madathil Regency,22,Deluxe Ac Room,Kollam,INDIA,Kollam Beach,Kerala
Hotel Amber,70,Executive Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
OVM Resorts,30,Suite,Kumbakonam,INDIA,,TamilNadu
Hotel Gemini Continental,60,Superior Double Room,Lucknow,INDIA,Hazratganj,UttarPradesh
Hotel Silvete,27,Deluxe Room,Lucknow,INDIA,Hazratganj,UttarPradesh
Hotel Ladakh Heaven,18,Standard Double Room,Leh,INDIA,Old Fort Road,JammuandKashmir
OYO Rooms Newtown AI Market,15,Standard Room,Kolkata,INDIA,New Town - Rajarhat,WestBengal
Hotel Edesia,11,Executive Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Buddha Residency,24,Deluxe Room,Lucknow,INDIA,Vidhan Sabha Marg,UttarPradesh
Swagath Holiday Resort,25,Pawn,Kovalam,INDIA,Light House Beach,Kerala
STARiHOTELS Varsoli Lonavala,0,Deluxe AC,Lonavala,INDIA,,Maharashtra
Cloud 9,25,Deluxe Room,Kothamangalam,INDIA,Kochi Munnar Road,Kerala
Himalaya Guest House,12,Deluxe Double Room,Kolkata,INDIA,Salt Lake Sector 5,WestBengal
The Revanta,50,Deluxe A/C,Lucknow,INDIA,Sitapur Road,UttarPradesh
Swapnatheeram Beach Resort,13,Deluxe AC Room,Kovalam,INDIA,Light House Beach,Kerala
Jivanta Service Apartment,4,Standard,Kolkata,INDIA,Airport Zone,WestBengal
The Maple Leaf,42,Premium Room,Lucknow,INDIA,Hazratganj,UttarPradesh
OYO Rooms Near Ludhiana Railway Station,15,Standard Room,Ludhiana,INDIA,Chaura Bazaar,Punjab
Hyson Heritage,82,Deluxe Room,Kozhikode,INDIA,Near Calicut Railway Station,Kerala
Lotus Nikko Hotel Kushinagar,65,Deluxe Room,Kushinagar,INDIA,Buddha Marg,UttarPradesh
OYO Premium Opposite Ansal Plaza Mall,15,Standard Room,Ludhiana,INDIA,Near Ferozpur Road,Punjab
Saubhagyam Residency,18,Family Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Raya's Annexe,27,Standard Room AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Hotel Deyzor,10,Standard Room,Lahaul and Spiti,INDIA,Kaza,HimachalPradesh
Hotel Maharani,60,Maharani AC Double Deluxe,Kozhikode,INDIA,Thaluk Road,Kerala
Hotel Raya's,38,Standard Room Non AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Hotel Floret Lachung,16,Deluxe Room,Lachung,INDIA,Lachung,Sikkim
Metro Tower,47,Standard,Kozhikode,INDIA,Near Calicut Railway Station,Kerala
Blue Heaven,5,Deluxe Double Beded,Lava,INDIA,Lava Motor Stand,WestBengal
Renai Kappad Beach Resort,16,Sea Facing Room,Kozhikode,INDIA,Kappad Beach,Kerala
Hotel Kasi International,33,Super Deluxe Non AC Room,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Hotel Uday Regency,32,Super Deluxe,Kota,INDIA,Talwandi - Rangbari Road,Rajasthan
Govinda Resort,20,A/C Deluxe Room,Lonavala,INDIA,Waksai,Maharashtra
OYO Rooms Airport Gate No 2 Bus Stop,15,Standard Room AC,Kolkata,INDIA,Airport Zone,WestBengal
Goldrop Camps Sissu,30,Royal Tent,Lahaul and Spiti,INDIA,Sissu,HimachalPradesh
Apple Valley Resorts,36,Cedar Super Deluxe,Kullu,INDIA,Mohal,HimachalPradesh
Varsha International Residency,22,Deluxe Suite,Kottayam,INDIA,Near Kottayam Railway Station,Kerala
Sereniity Resort,50,Deluxe Room,Lonavala,INDIA,Tungarli,Maharashtra
Hotel Himalaya Villa,8,Standard Room,Leh,INDIA,Sankar Road,JammuandKashmir
STARiHOTELS Kurukshetra,12,AC Deluxe Room,Kurukshetra,INDIA,Railway Road,Haryana
Passage To India,4,Sea View Deluxe A/c Room,Kovalam,INDIA,Light House Beach,Kerala
Guest Accomodation CK 140,5,Standard Room AC,Kolkata,INDIA,Salt Lake Sector 2,WestBengal
Krishna Guest Inn,5,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Uday Raj Palace,21,Super Deluxe Room,Lucknow,INDIA,Hussainganj,UttarPradesh
Hotel Chandralok,23,Non A/C Executive Room,Lonavala,INDIA,Lonavala Bus Stand,Maharashtra
OYO Rooms Lighthouse Beach Kovalam,15,Standard Room,Kovalam,INDIA,Light House Beach,Kerala
Our Place Himalayas,3,Two Bed Room Cottage,Kullu,INDIA,Raison,HimachalPradesh
OYO Premium Near City Mall Mahaveer Nagar,15,Premium Room,Kota,INDIA,,Rajasthan
OYO Rooms New Alipore Children Park,15,Standard Room,Kolkata,INDIA,Alipore,WestBengal
Aster Guest House,5,Suite,Kolkata,INDIA,Maidan Metro Area,WestBengal
Lake Residency,14,Deluxe Non AC 2 Bed Room,Kumarakom,INDIA,Vembanad Lake,Kerala
Vasundhara Sarovar Premiere,60,Superior King Bed Lake View With Balcony,Kumarakom,INDIA,South Kumarakom,Kerala
OYO Rooms Kovalam Beach Road,15,Standard Room AC,Kovalam,INDIA,Light House Beach,Kerala
OYO Elite Hambran Road,15,Premium Room,Ludhiana,INDIA,Humbran Road,Punjab
Jeyam Residency,25,Standard Room AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Hotel Sea Face,20,Standard A/c Room,Kovalam,INDIA,Light House Beach,Kerala
OYO Rooms Gariahat,15,Standard Room AC,Kolkata,INDIA,Kalighat-Southern Avenue,WestBengal
Hotel Kaveri International,15,Standard Room,Kollam,INDIA,Paravur Lake,Kerala
Golden Sands Beach Resort,27,Normal A/C,Kovalam,INDIA,Light House Beach,Kerala
Highland Hotel & Resorts,19,Standard Room AC,Kottarakkara,INDIA,Near Sree Mahaganapathi Kshetram,Kerala
Kumarakom Lake Resort,51,Heritage Villa with Private Pool,Kumarakom,INDIA,Vembanad Lake,Kerala
OYO Premium Hawwa Beach Kovalam,15,Premium Room,Kovalam,INDIA,Samudra Beach,Kerala
Hotel Parth,14,Deluxe Room,Ludhiana,INDIA,Bus Stand,Punjab
Hotel Raj Palace( Only for Indian Residents),20,Semi Deluxe Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Mishra Residency AE 778,2,Deluxe,Kolkata,INDIA,Salt Lake Sector 1,WestBengal
Kovilakom Residency,28,Suite Room,Kozhikode,INDIA,Near MIMS Hospital,Kerala
Queen of Ashtamudi Houseboat,2,Day Cruise Houseboat,Kollam,INDIA,Kollam Beach,Kerala
NIPS Corporate Service Apartment,5,Deluxe Room,Kolkata,INDIA,Airport Zone,WestBengal
Hotel Neeta's Inn,2,Deluxe,Lonavala,INDIA,NH-4,Maharashtra
Hotel Onn,42,Executive Room,Ludhiana,INDIA,Near Ferozpur Road,Punjab
Hill and Sea View Beach Resort,40,Palm View Super Deluxe Room,Kovalam,INDIA,Light House Beach,Kerala
Hotel Neat Space,13,Super Deluxe A/C,Lonavala,INDIA,Lonavala Market,Maharashtra
Tip N Top by GMVN,17,Deluxe Hut,Lansdowne,INDIA,Deriya Khal,Uttaranchal
The Machan,13,Heritage Machan,Lonavala,INDIA,Jambulne,Maharashtra
OYO Rooms Near Kollam Beach,15,Standard Room AC,Kollam,INDIA,,Kerala
OYO Rooms Near Konda Reddy Fort,15,Standard Room AC,Kurnool,INDIA,SBI Circle,AndhraPradesh
Sivamurugan Hotel,30,Standard Room AC,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Hotel Balaji Inn,11,Economy Room 1,Kullu,INDIA,Bhuntar,HimachalPradesh
The Blue Orchid Resort,11,Executive Room,Lucknow,INDIA,Mohanlal Ganj,UttarPradesh
Hotel Sapphire,25,Superior Bungalow,Lonavala,INDIA,Tungarli,Maharashtra
OYO Rooms New DMC,15,Standard Room AC,Ludhiana,INDIA,Link Road,Punjab
Hotel Chevron International,47,Suite Room,Ludhiana,INDIA,Link Road,Punjab
Elite Guest House,12,Superior Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
OYO Rooms Kumbakonam Bus Stand 3,15,Standard Room AC,Kumbakonam,INDIA,,TamilNadu
Calicut Tower,95,Suite Room,Kozhikode,INDIA,Mavoor Road,Kerala
Vista Rooms at Harish Mukherjee Road,22,Standard Room AC,Kolkata,INDIA,Elgin Zone,WestBengal
Shanti Raj Hill View Resort,9,Standard Room,Lansdowne,INDIA,Dhora Village,Uttaranchal
The Fern Residency Kolkata,48,Winter Green,Kolkata,INDIA,Airport Zone,WestBengal
Hotel Snow Cliff,8,Deluxe Room,Lansdowne,INDIA,Goomkhal,Uttaranchal
The Broadstreet Broadway,33,Deluxe,Kolkata,INDIA,South Kolkata,WestBengal
Dorje Guest House,16,Super Deluxe Room,Leh,INDIA,Upper Tukcha Road,JammuandKashmir
OYO Rooms Vivek Khand,15,Standard Room AC,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Kumar Palace - Punaloor,19,Executive Room,Kollam,INDIA,Kollam Beach,Kerala
The Aodhi Hotel Kumbhalgarh,26,Deluxe  Room,Kumbhalgarh,INDIA,kumbhalgarh,Rajasthan
Ideal Ayurvedic Resort,25,Pool View AC Room,Kovalam,INDIA,Chowara Beach,Kerala
The Kumbha Bagh,32,Semi Suite,Kumbhalgarh,INDIA,kumbhalgarh,Rajasthan
The Premier Hotel,28,Suite Room,Kota,INDIA,Near City Mall,Rajasthan
Lotus Hotel,19,Deluxe Room,Leh,INDIA,Upper Karzo Road,JammuandKashmir
Hotel Park Palace Lachung,15,Deluxe Room,Lachung,INDIA,Lachung,Sikkim
Hotel Ladakh Continental,18,Deluxe Room,Leh,INDIA,Old Road,JammuandKashmir
Vinayak Resort,6,Double Bed Room,Lansdowne,INDIA,Deriya Khal,Uttaranchal
Hotel Rangoli,20,A.C Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Meridian Bay Resort & Spa,52,Club Room,Kundapura,INDIA,Kodi Beach,Karnataka
Hotel Viraat International,27,Deluxe A.C Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
The Lake Village Heritage Backwater Resort,57,Deluxe Cottage,Kottayam,INDIA,Near Kottayam Railway Station,Kerala
Desert Oasis Camp,15,Standard Room Non A/C,Leh,INDIA,Hunder,JammuandKashmir
OYO Premium Pakhowal Road,15,Standard Room,Ludhiana,INDIA,Link Road,Punjab
Orchid Residency,41,Super Deluxe Room,Kottayam,INDIA,Near Kottayam Railway Station,Kerala
Hotel Green Palms,18,Semi Deluxe Room,Lansdowne,INDIA,Deriya Khal,Uttaranchal
Diamond Resort & Club,50,Deluxe AC Room,Lucknow,INDIA,Airport Zone,UttarPradesh
The Grand JBR,25,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
The Renaissance,32,Non AC Executive,Kozhikode,INDIA,Near Calicut Railway Station,Kerala
The Grand Dragon Ladakh,52,Deluxe Room,Leh,INDIA,Sheynam,JammuandKashmir
The Auspicious Hotel,22,Comfort Room,Leh,INDIA,Old Road,JammuandKashmir
Hotel Ananya,27,Superior Room,Kolkata,INDIA,Salt Lake Sector 1,WestBengal
Hotel Cho Palace,28,Deluxe Room,Leh,INDIA,Skara Village,JammuandKashmir
Hotel VIP International,46,Semi Deluxe Room,Kolkata,INDIA,Park Street and Vicinity,WestBengal
OYO Rooms Mumbai Pune Highway Lonavala,15,Standard Room AC,Lonavala,INDIA,Lonavala,Maharashtra
Shirleys Beach Hotel,16,Standard Non Ac,Kovalam,INDIA,Light House Beach,Kerala
7th Heaven Rented Villas,8,Deluxe Room,Kothamangalam,INDIA,Kochi Munnar Road,Kerala
Hotel Swagat,14,Deluxe Room,Kota,INDIA,Talwandi - Rangbari Road,Rajasthan
Crown Inn Lucknow,10,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Arya International,14,Executive Room,Kolkata,INDIA,Elgin Zone,WestBengal
Hotel Tekarees Inn,20,Super Deluxe Room,Lucknow,INDIA,Hazratganj,UttarPradesh
OYO Rooms Kota Junction,15,Standard Room AC,Kota,INDIA,Station Road,Rajasthan
The Driftwood Thongsal,24,Deluxe Room,Leh,INDIA,Yurthung Road,JammuandKashmir
Hotel Aroma Cottage,10,Deluxe Room,Lonavala,INDIA,Tungarli,Maharashtra
Star Regency Lonavala,20,Super Deluxe Room,Lonavala,INDIA,Lonavala Bus Stand,Maharashtra
OYO Premium Station Road,15,Standard AC Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Green Woods Hotel,0,Double Room,Kundapura,INDIA,Kodi Beach,Karnataka
Fortune Select Dasve,60,Standard Room,Lavasa,INDIA,Taluka Mulshi,Maharashtra
Parthasarathy Luxury Houseboats,6,Two Bedroom Independent Luxury AC Houseboat,Kumarakom,INDIA,Vembanad Lake,Kerala
Hotel Bagga Palace,15,Double Bed Room,Lucknow,INDIA,Aminabad,UttarPradesh
Temple Stays,18,Executive Suite,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
WoodyVu Stok House,5,Suite,Leh,INDIA,Loksya House Village,JammuandKashmir
The Park Kolkata,149,Luxury Premium Room King Bed,Kolkata,INDIA,Park Street and Vicinity,WestBengal
Gulab Paradise,10,Deluxe Room,Lonavala,INDIA,NH-4,Maharashtra
Hotel Sartaj,38,Deluxe Room,Ludhiana,INDIA,Clock Tower-Near Railway Station,Punjab
OYO Premium Ballygunge Lovelock Street,15,Standard Room AC,Kolkata,INDIA,Sarat Bose Road,WestBengal
OYO Rooms Kumbakonam Railway Station,15,Standard Room,Kumbakonam,INDIA,Near Bus Terminus,TamilNadu
Half Moon Residency,10,Economy Ac Room,Kozhikode,INDIA,Mavoor Road,Kerala
Hotel Heera Holiday Inn,23,Semi Suite AC,Kolkata,INDIA,Park Street and Vicinity,WestBengal
Ladakh Himalayan Retreat,19,Deluxe Room,Leh,INDIA,Old Fort Road,JammuandKashmir
Hardy's World,15,Deluxe Double Room,Ludhiana,INDIA,GT Road,Punjab
Hotel Mahay Palace,10,Standard Room,Leh,INDIA,Upper Tukcha Road,JammuandKashmir
Highland Resort,32,A/C Deluxe Room,Lonavala,INDIA,NH-4,Maharashtra
Hotel Sunshine Inn,19,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Cold Desert Camp,15,Deluxe Room,Leh,INDIA,Nubra Valley,JammuandKashmir
Dimensions Service Apartment-Ho Chi Minh Sarani,3,Deluxe Room,Kolkata,INDIA,Minto Park Area,WestBengal
Apple Valley Inn,12,Deluxe Double Bed,Lachung,INDIA,Lachung,Sikkim
Hotel Sky High,20,Luxury Room,Lucknow,INDIA,Aminabad,UttarPradesh
Hotel Shiva,20,Standard Non A.C Room,Lucknow,INDIA,Aminabad,UttarPradesh
Hotel Season House,12,Deluxe Room,Lachung,INDIA,Lachung,Sikkim
Tekarees Guest House,34,Deluxe Room,Lucknow,INDIA,Mahanagar,UttarPradesh
Hotel Tenzing Retreat,10,Deluxe,Lachung,INDIA,Lachung,Sikkim
GenX Casaya,30,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Club Mahindra Ashtamudi,46,Hotel Unit (Superior Room),Kollam,INDIA,Ashtamudi Lake,Kerala
Hotel Pearl Marc,9,Standard Room,Kurukshetra,INDIA,Railway Road,Haryana
Novotel Imagica Khopoli,287,Superior Mountain Room,Lonavala,INDIA,Khopoli,Maharashtra
OYO Premium Calicut Airport Extension,15,Standard Room AC,Kozhikode,INDIA,Calicut international Airport,Kerala
Hotel Om Palace,42,Deluxe Non AC Room,Lonavala,INDIA,NH-4,Maharashtra
Madhurapuri Arcade,12,Two Bedroom Apartment,Kozhikode,INDIA,Near MIMS Hospital,Kerala
The Big Boss,48,Deluxe Suite,Kolkata,INDIA,Park Street and Vicinity,WestBengal
Avadh Inn Lucknow,8,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Indrakshi AE 716,12,Deluxe Premium,Kolkata,INDIA,Salt Lake Sector 1,WestBengal
Hotel Shivangan,19,Super Deluxe,Kolkata,INDIA,Airport Zone,WestBengal
Hotel Sanjeevny,11,Deluxe Room,Kullu,INDIA,Bajaura,HimachalPradesh
NexGen Guest House AD 62,5,Standard AC,Kolkata,INDIA,Salt Lake Sector 1,WestBengal
Ekaant the Retreat,20,Deluxe Room,Lavasa,INDIA,Taluka Mulshi,Maharashtra
Green Palm Resorts,30,AC Deluxe Room,Kovalam,INDIA,Light House Beach,Kerala
Carnival Resort,16,Room name,Latur,INDIA,Barshi Road,Maharashtra
Wilderness Villa,0,3 BHK Villa,Lonavala,INDIA,,Maharashtra
OYO Premium Bansmandi Chauraha,15,Standard AC Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Hotel Surya Plaza,34,Suite,Kota,INDIA,Kotri Gordhanpura,Rajasthan
Aquasserenne Resort,28,Lake Villa,Kollam,INDIA,Paravur Lake,Kerala
The View Heights,14,Deluxe,Kovalam,INDIA,Light House Beach,Kerala
OYO Premium Town Hall Road Calicut,15,Premium Room,Kozhikode,INDIA,Near Calicut Railway Station,Kerala
OYO Rooms Leh Palace View,15,Standard Room Non AC,Leh,INDIA,Chubi,JammuandKashmir
La Exotica,48,Executive Room,Lonavala,INDIA,Tungarli,Maharashtra
Hotel Nirmal Palace,29,Luxury Suite,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Hotel Himalaya Inn,12,Deluxe room,Lava,INDIA,Lava Motor Stand,WestBengal
Hotel Alpine Villa,26,Double Room,Leh,INDIA,Old Road,JammuandKashmir
Krishna Leela Homestay,4,Standard Room,Kozhikode,INDIA,Near MIMS Hospital,Kerala
OYO Rooms Vikrant Khand,15,Standard AC Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel All Season,21,Deluxe Room,Kollam,INDIA,Kollam Beach,Kerala
R and G Regency,7,Deluxe Room,Kolkata,INDIA,Salt Lake Sector 3,WestBengal
Hotel Ladakh Residency,23,Deluxe Room,Leh,INDIA,Changspa,JammuandKashmir
Hotel India Awadh,67,Executive Room,Lucknow,INDIA,Hazratganj,UttarPradesh
Hotel Ladakh Inn,11,Deluxe Room,Leh,INDIA,Old Road,JammuandKashmir
STARiHOTELS Lucknow,5,Deluxe Room,Lucknow,INDIA,GB Marg,UttarPradesh
OYO Premium Dayal Chowk Lucknow,15,Standard AC Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Hotel Yash Lucknow,14,Super Deluxe Room,Lucknow,INDIA,Railway Station Charbagh,UttarPradesh
Aqua Holidays,5,Deluxe Houseboats,Kumarakom,INDIA,Vembanad Lake,Kerala
Hotel Pukhraj,26,AC Ordinary Room,Ludhiana,INDIA,Clock Tower-Near Railway Station,Punjab
Raj Residency Hotel,22,Executive Room,Kollam,INDIA,Kollam Beach,Kerala
Hotel Panorma,26,Standard Room,Leh,INDIA,Changspa,JammuandKashmir
Niraamaya Retreats Surya Samudra,30,Rock Garden Room,Kovalam,INDIA,Chowara Beach,Kerala
OYO Rooms Ballygunge South Point School,15,Standard Room AC,Kolkata,INDIA,Science City,WestBengal
Vista Rooms at Obetel Grande,42,Standard Room AC,Lonavala,INDIA,Tungarli,Maharashtra
Hotel ICON Classic,20,Suite,Kottayam,INDIA,Near Kottayam Railway Station,Kerala
Hotel Lineage,90,Deluxe Room,Lucknow,INDIA,Gomti Nagar,UttarPradesh
Le Osh Hotel,10,Super Deluxe Room,Lansdowne,INDIA,Lansdowne Market,Uttaranchal
Mahey Retreat,17,Deluxe Room,Leh,INDIA,Upper Tukcha Road,JammuandKashmir
Hotel Neelakanta,50,Standard Ac Room,Kovalam,INDIA,Light House Beach,Kerala
Hotel Vikrant,42,Semi Deluxe,Ludhiana,INDIA,Clock Tower-Near Railway Station,Punjab
Hotel Rising Sun,20,Deluxe Room,Ludhiana,INDIA,Clock Tower-Near Railway Station,Punjab
Golden Valley,20,2BHK Villa,Lonavala,INDIA,Lonavala,Maharashtra
Water's Edge Beach Resort,22,Standard AC,Kovalam,INDIA,Samudra Beach,Kerala
Hotel La Buddha,12,Deluxe Room,Leh,INDIA,Changspa,JammuandKashmir
Silverline Retreat Hotels,60,Deluxe Twin  Room,Kolli Hills,INDIA,Semmedu,TamilNadu
OYO Rooms Preet Palace Near Bus Stand,15,Standard Room AC,Ludhiana,INDIA,Bus Stand,Punjab
Cocobay Resort,22,Suite Room AC,Kumarakom,INDIA,Vembanad Lake,Kerala
Hotel The Palace,17,Deluxe Room,Leh,INDIA,Sankar Road,JammuandKashmir
The Piccadily,107,Standard Room,Lucknow,INDIA,Airport Zone,UttarPradesh
Hotel Silver Stone,14,Deluxe Room,Ludhiana,INDIA,Dugri Road,Punjab
OYO Premium Esplanade Sudder Street,15,Premium Room AC,Kolkata,INDIA,Esplanade-New market,WestBengal
Hotel Surpin Palace,18,Deluxe Room,Kota,INDIA,Station Road,Rajasthan
OYO Rooms Vembanad Lake Kumarakom,15,Standard Room AC,Kumarakom,INDIA,Vembanad Lake,Kerala
The President Hotel Lucknow,28,Deluxe Room,Lucknow,INDIA,GB Marg,UttarPradesh
Hotel Leela,30,Deluxe Non AC Room,Lucknow,INDIA,Aminabad,UttarPradesh
